response_id,main_branch,age,remote_work,ed_level,years_code,years_code_pro,dev_type,org_size,purchase_influence,buildvs_buy,country,currency,comp_total,so_visit_freq,so_account,so_part_freq,so_comm,ai_select,ai_sent,ai_acc,ai_complex,ai_threat,survey_length,survey_ease,converted_comp_yearly,r_used,r_want_to_use,main_branch_label,age_label,remote_work_label,ed_level_label,dev_type_label,org_size_label,purchase_influence_label,buildvs_buy_label,so_visit_freq_label,so_account_label,so_part_freq_label,so_comm_label,ai_select_label,ai_sent_label,ai_acc_label,ai_complex_label,ai_threat_label,survey_length_label,survey_ease_label
6429,1,2,1,2,16,12,14,6,1,1,United States of America,"USD	United States dollar",180000.00,1,1,NA,2,1,NA,NA,NA,NA,2,2,180000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices",20 to 99 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,No,NA,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Too long,Easy
6433,1,4,3,3,18,12,12,8,2,1,United States of America,"USD	United States dollar",180000.00,1,3,5,1,1,NA,NA,NA,NA,1,2,180000.00,0,0,I am a developer by profession,45-54 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",500 to 999 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6440,1,2,3,2,14,10,16,2,1,1,United States of America,"USD	United States dollar",172000.00,2,1,NA,2,3,5,5,3,2,1,2,172000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",10 to 19 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,No,NA,"No, not at all",Yes,Very favorable,Somewhat trust,Neither good or bad at handling complex tasks,No,Appropriate in length,Easy
6444,1,2,3,6,12,10,16,5,1,3,United States of America,"USD	United States dollar",96000.00,1,3,5,2,1,NA,NA,NA,NA,1,2,96000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack",2 to 9 employees,I have a great deal of influence,Out-of-the-box is ready to go with little need for customization,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6450,1,3,3,2,18,12,12,4,1,3,United States of America,"USD	United States dollar",300000.00,1,3,5,3,3,2,3,1,2,2,2,300000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",100 to 499 employees,I have a great deal of influence,Out-of-the-box is ready to go with little need for customization,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",Yes,Indifferent,Neither trust nor distrust,Bad at handling complex tasks,No,Too long,Easy
6452,1,2,3,2,8,5,16,2,3,1,United States of America,"USD	United States dollar",70000.00,2,1,NA,1,3,1,3,3,2,1,2,70000.00,0,NA,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",10 to 19 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,No,NA,Neutral,Yes,Favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,Appropriate in length,Easy
6456,1,1,1,2,6,2,13,1,2,1,United States of America,"USD	United States dollar",65000.00,3,3,4,3,3,5,5,1,2,1,3,65000.00,0,0,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications","1,000 to 4,999 employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Very favorable,Somewhat trust,Bad at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
6459,1,1,3,2,4,2,11,1,2,1,United States of America,"USD	United States dollar",105000.00,2,3,5,3,3,5,3,3,2,1,2,105000.00,0,0,I am a developer by profession,18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, AI","1,000 to 4,999 employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,Very favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,Appropriate in length,Easy
6461,1,2,2,2,8,1,13,3,3,2,United States of America,"USD	United States dollar",85000.00,3,3,4,1,1,NA,NA,NA,NA,1,3,85000.00,0,NA,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications","10,000 or more employees",I have some influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
6462,1,2,2,2,21,18,16,8,1,2,United States of America,"USD	United States dollar",31000.00,2,3,5,6,1,NA,NA,NA,NA,1,2,31000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",500 to 999 employees,I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6466,1,2,1,3,14,10,14,4,3,1,United States of America,"USD	United States dollar",210000.00,1,3,5,3,3,6,1,4,2,1,2,210000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, embedded applications or devices",100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",Yes,Very unfavorable,Highly distrust,Very poor at handling complex tasks,No,Appropriate in length,Easy
6469,1,3,3,3,27,24,12,3,2,1,United States of America,"USD	United States dollar",248537.00,2,3,1,6,3,2,4,4,2,2,1,248537.00,0,0,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Indifferent,Somewhat distrust,Very poor at handling complex tasks,No,Too long,Difficult
6470,1,3,3,2,33,3,16,1,2,2,United States of America,"USD	United States dollar",275000.00,2,3,5,1,3,1,3,3,1,1,2,275000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","1,000 to 4,999 employees",I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,Favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,I'm not sure,Appropriate in length,Easy
6474,3,1,1,2,13,3,28,3,1,1,United States of America,"USD	United States dollar",88000.00,3,3,4,2,2,1,NA,NA,1,1,2,88000.00,0,0,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Project manager,"10,000 or more employees",I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all","No, but I plan to soon",Favorable,NA,NA,I'm not sure,Appropriate in length,Easy
6475,1,3,1,2,10,4,16,4,2,NA,United States of America,"USD	United States dollar",101500.00,3,3,5,1,3,5,3,2,3,1,2,101500.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,I have little or no influence,NA,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,Yes,Very favorable,Neither trust nor distrust,"Good, but not great at handling complex tasks",Yes,Appropriate in length,Easy
6479,1,2,3,3,16,16,12,8,2,NA,United States of America,"USD	United States dollar",350000.00,4,2,NA,2,1,NA,NA,NA,NA,1,2,350000.00,0,NA,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",500 to 999 employees,I have little or no influence,NA,Less than once per month or monthly,Not sure/can't remember,NA,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6482,1,4,1,7,29,29,16,1,3,1,United States of America,"USD	United States dollar",120000.00,3,3,5,6,2,2,NA,NA,2,1,2,120000.00,0,0,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,"Developer, full-stack","1,000 to 4,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat","No, but I plan to soon",Indifferent,NA,NA,No,Appropriate in length,Easy
6483,1,3,2,3,28,20,6,3,2,1,United States of America,"USD	United States dollar",185000.00,2,3,1,6,2,2,NA,NA,2,2,3,185000.00,0,0,I am a developer by profession,35-44 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,"10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat","No, but I plan to soon",Indifferent,NA,NA,No,Too long,Neither easy nor difficult
6486,1,2,2,2,15,14,16,5,1,2,United States of America,"USD	United States dollar",200000.00,2,3,4,3,3,2,3,3,2,1,2,200000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",2 to 9 employees,I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Indifferent,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,Appropriate in length,Easy
6493,1,3,3,7,24,24,13,6,3,1,United States of America,"USD	United States dollar",120000.00,1,3,4,2,3,2,4,2,2,1,2,120000.00,0,0,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,"Developer, desktop or enterprise applications",20 to 99 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",Yes,Indifferent,Somewhat distrust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
6497,1,4,3,7,25,18,16,6,2,1,United States of America,"USD	United States dollar",115000.00,3,3,1,1,2,2,NA,NA,1,1,2,115000.00,0,0,I am a developer by profession,45-54 years old,Remote,Some college/university study without earning a degree,"Developer, full-stack",20 to 99 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,A few times per month or weekly,Neutral,"No, but I plan to soon",Indifferent,NA,NA,I'm not sure,Appropriate in length,Easy
6502,1,2,3,2,9,4,3,7,2,1,United States of America,"USD	United States dollar",87000.00,2,3,4,1,3,1,3,1,2,1,2,87000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Cloud infrastructure engineer,"5,000 to 9,999 employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,Favorable,Neither trust nor distrust,Bad at handling complex tasks,No,Appropriate in length,Easy
6503,1,4,3,7,36,32,12,6,1,1,United States of America,"USD	United States dollar",300000.00,1,1,NA,3,3,1,3,3,2,1,2,300000.00,0,0,I am a developer by profession,45-54 years old,Remote,Some college/university study without earning a degree,"Developer, back-end",20 to 99 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,No,NA,"No, not really",Yes,Favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,Appropriate in length,Easy
6509,1,5,3,1,20,20,16,1,3,1,United States of America,"USD	United States dollar",150000.00,1,3,1,3,2,1,NA,NA,2,1,2,150000.00,0,0,I am a developer by profession,55-64 years old,Remote,"Associate degree (A.A., A.S., etc.)","Developer, full-stack","1,000 to 4,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,A few times per month or weekly,"No, not really","No, but I plan to soon",Favorable,NA,NA,No,Appropriate in length,Easy
6512,1,3,3,6,10,10,16,4,2,1,United States of America,"USD	United States dollar",145000.00,1,1,NA,2,1,NA,NA,NA,NA,1,3,145000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack",100 to 499 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,No,NA,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
6514,1,2,2,2,10,3,16,8,3,2,United States of America,"USD	United States dollar",80000.00,5,3,4,6,1,NA,NA,NA,NA,1,2,80000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",500 to 999 employees,I have some influence,Is set up to be customized and needs to be engineered into a usable product,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
6517,1,2,1,2,7,5,16,1,2,1,United States of America,"USD	United States dollar",135000.00,2,3,1,6,3,1,5,3,2,1,3,135000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","1,000 to 4,999 employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Favorable,Somewhat trust,Neither good or bad at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
